,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
324,6391,,Pintura documental,"No primeiro plano, gradil intercalado por estilóbatos retangulares, sustentando vasos com vegetações. No segundo plano, escadaria em perspectiva contornada por muros e estilóbatos sustentando vasos. Na lateral direita, vegetações, árvores com grandes copas e árvore seca. Na lateral esquerda, palmeiras. Na parte superior, detalhe de fachada de igreja, em tons brancos, cinzas, rosas e ocres, com: porta almofadada e portada encimada por fragmentos de frontão curvo, medalhão e anjos; duas janelas de coro com sobrevergas encrespadas; óculo trilobado; entablamento curvo no centro, sustentando frontão retangular arrematado por volutas, mísulas, pináculos e cruz central; pilastras laterais guarnecendo bases das torres, estas são retangulares, com pilastras nos ângulos, sineiras em arco pleno e flechas cônicas terminadas em pináculos. Céu azul e nuvens brancas. Assinatura do autor no canto inferior direito em tinta preta: ""Nöbauer"".",Igreja de Nossa Senhora do Monte do Carmo,Hans Nöbauer,madeira | óleo,Brasil - Minas Gerais,[192-/193-],02.6 Pintura,Ruim,51.8,38,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
325,6392,,Pintura documental,"Igreja contornada por adro e calçada com lampião no ângulo, à esquerda. Próximo deste, três meninos e ao redor da igreja, grupos de pessoas. Fachada constituída de três portas retas, a central é mais alta, encimadas por sobrevergas e volutas; sobre estas, duas janelas retas com decoração semelhante, ladeando placa octogonal com o ano ""MDCCXLIII"". Nas extremidades laterais, entre pilastras, bases das torres, entalhamento contínuo, articulado; frontão arrematado por pequenas volutas, com óculo no tímpano e cruz no vértice; torres retangulares, com pilastras e pináculos nos ângulos, sineiras em arco pleno e flechas piramidais, facetadas. À esquerda, lateral da torre e detalhe da parede da igreja com silhueta escalonada na parte inferior, duas seteiras estreitas no centro e cimalha na parte superior. À direita, detalhe de casa com porta e janela, palmeira ao fundo. Céu azul e nuvens brancas. Assinatura do autor e datação no canto inferior direito em tinta preta: ""NÖBAUER/1928"". Inscrições na parte superior do dorso do suporte em lápis de cor vermelho: ""Matriz de Piracuruca/Piauhy Nº 1802"".",Matriz de Piracuruca,Hans Nöbauer,madeira | óleo,Brasil - Piauí,1928,02.6 Pintura,Bom,52,37.7,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
326,6394,,Retrato (pintura),"Homem idoso, em meio corpo, sentado, voltado para a direita. Rosto e nariz compridos, testa alta. Olhos e sobrancelhas escuros, olheiras. Lábios finos, cerrados. Parte superior da cabeça calva e posterior com cabelos brancos, lisos e ralos, prolongando-se sobre os ombros. Orelha direita aparente. Pescoço curto. Casaca e colete pretos. Camisa e pequena gravata em laço, brancas. Próximo da lapela, no peito esquerdo, duas placas sobrepostas, provavelmente das Ordens do Cruzeiro e de Cristo. Braços articulados à altura da cintura, mão segurando livro aberto, com capa castanha, tendo no alto da lombada inscrição incompleta em duas linhas: ""Es..../Bras...."". À esquerda, detalhe de espaldar curvo, estofado com tecido avermelhado e braço de cadeira. Fundo em tons ocres esverdeados. Moldura em madeira estucada, dourada, com decoração de torcidos nas bordas.",Visconde de Cairu,Não identificado,óleo | tela,Brasil,18--,02.6 Pintura,Bom,104.3,91.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
327,6395,,Retrato (pintura),"Mulher jovem em meio corpo, sentada, ligeiramente voltada para a direita. Rosto pequeno, oval. Faces coradas, Nariz pequeno. Boca esboçando sorriso. Olhos e sobrancelhas escuros. Cabelos escuros, lisos, partidos ao meio e presos atrás. Lóbulo da orelha direita aparente, com pequeno brinco. Vestido preto, decotado, circundado por pequena renda branca, saia ampla e longa. Braços nus, flexionados à altura da cintura, pousados sobre o colo; mão esquerda sobre a direita. No centro do decote, broche dourado em forma de galho, com pérolas e pedras verdes. Nos pulsos, pulseiras douradas. À esquerda, detalhe de espaldar de cadeira, alto, estofado com tecido de fundo escuro, com flores e folhagens estilizadas na cores vermelha, verde, amarela e rosa. No topo do espaldar, volutas encimadas por vieira. Fundo castanho escuro. Assinatura do autor e datação no canto inferior direito em tinta preta: ""Krumholz/1850"".",Marquesa de Abrantes,Ferdinand Krumholz,óleo | tela,Em pesquisa,1850,02.6 Pintura,Bom,117.3,90,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
328,6396,,Retrato (pintura),"Mulher jovem, em meio corpo, de frente. Rosto comprido e fino. Olhos grandes, escuros. Sobrancelhas e cabelos também escuros. Penteado alto, ornado no topo por broche circular dourado. Nariz pequeno. Boca larga e carnuda. Orelhas descobertas com brincos pendentes. Detalhe de colar e medalha dourados no colo. Vestido preto, guarnecido de renda branca nos punhos e no decote, este, preso por medalhão na parte inferior. Detalhe de broche e corrente, dourados, sob busto. Braços articulados à altura da cintura, panejamento vermelho pendente do braço esquerdo. Mãos sobrepostas, a mão direita segura leque fechado e porta pequeno anel no dedo anelar. À direita, reposteiro em listras amarelas, terras de Siena e rosa, presas por faixa verde. Atrás deste, detalhe de coluna. Fundo em tons azuis e amarelos. Assinatura do autor e datação no canto inferior esquerdo em tinta vermelha: ""Barradas/1876"".",Professora Werneck,Barradas,óleo | tela,Em pesquisa,1876,02.6 Pintura,Regular,91.3,71.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
329,6397,,Retrato (pintura),"Retrato de busto de homem idoso, de frente. Rosto comprido, testa alta. Nariz pequeno. Boca fina, com pequena protuberância circular no centro do lábio superior. Olhos escuros. Sobrancelhas grisalhas. Rugas em torno dos olhos e da boca. Orelhas aparentes. Parte superior da cabeça calva, cabelos brancos, lisos e cheios. Suíças brancas. Paletó preto, fechado. Camisa branca, gravata em laço preta. Fundo escuro. Assinatura do autor e datação na vertical, próximo à extremidade central esquerda em tinta vermelha: ""E. Papf. 1874"". Inscrição no centro do dorso da tela em caracteres pretos: ""Photographia Allemã/Henschel & Benque (?)/Rio de Janeiro"".",Visconde de Abaeté,Karl Ernst Papf,fotografia | óleo | tela,Em pesquisa,1874,02.6 Pintura,Bom,63,75,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
330,6398,,Retrato (pintura),"Retrato de busto de mulher idosa, identificada como Viscondessa de Abaeté, de frente. Rosto comprido e fino, enrugado. Testa larga. Sobrancelhas finas e ralas. Olhos castanhos claros. Boca e nariz pequenos. Cabelos grisalhos, presos, partidos ao meio. Nas orelhas, pequenos brincos com pedra branca, circular. Vestido preto, fechado; pequena gola branca, franzida e, sob esta, laço azul. Fundo castanho. Assinatura do autor e datação na lateral inferior direita em tinta vermelha: ""Ernest Papf. 1874"".",Viscondessa de Abaeté,Karl Ernst Papf,fotografia | óleo | tela,Em pesquisa,1874,02.6 Pintura,Bom,72,59,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
331,6404,,Pintura histórica,"Cena retratando soldado rastejando na vegetação, acenando em direção de uma tropa que passa ao fundo, à esquerda. Traja camisa de mangas compridas cinza, calça branca e lenço vermelho na cabeça. Assinado no canto inferior direito : Lopes de Leão 1935",Retirada da Laguna,Paulo Vergueiro Lopes de Leão,óleo | tela,Brasil,1935,02.6 Pintura,Bom,190,155,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
332,6405,,Retrato (pintura),"Retrato de figura masculina, identificada como Dom Pedro II, de pé, corpo inteiro, posição frontal; em trajes majestáticos. Ao fundo, à esquerda, coroa imperial sobre almofada e panejamento em tom avermelhado. Ao fundo, à direita, trono em tom avermelhado. Assinatura da autora e datação no canto inferior direito: ""MARIA SALOMÉ Rio 1929"". Moldura em madeira dourada com partes envernizadas.",Pedro II,Maria Salomé,óleo | tela,Brasil - Rio de Janeiro,1929,02.6 Pintura,Ruim,213,163,0.0,,,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
333,6406,,Pintura histórica,"Na parte inferior , mar azul, calmo. No centro, grande navio cinza com vários homens nas extremidades; canhões, mastro e duas chaminés enfumaçadas no meio; bandeira nacional à direita. Na parte superior, céu azul com muitas nuvens brancas e cinzas. Assinatura em tinta azul claro no canto inferior esquerdo: C. Balliester Rio 1912. Moldura em madeira escura, lisa, envernizada.",Encouraçado São Paulo,Carlos Balliester,óleo | tela,Brasil - Rio de Janeiro,1912,02.6 Pintura,Regular,142.8,221,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
334,6408,,Pintura religiosa,"No centro, Cristo com coroa de espinhos e túnica em tons róseos, carregando cruz, direcionado para a direita, cabeça voltada para a esquerda. Na extremidade esquerda, soldado com capacete, couraça e saia, segurando rolo de papel com a mão direita. Próximo a ele, dois soldados, um dos quais segura cruz. Na extremidade direita, homem de costas, com espécie de chapéu verde, túnica na mesma cor e espada pendente de cintura. Atrás deste, dois soldados, lanças e alabardas. Fundo arquitetônico em tons ocres e cinzas. Baguete em madeira lisa, escura, encerada.",Jesus ajudado pelo Cireneu,Não identificado,óleo | tela,Brasil - Bahia,17--,02.6 Pintura,Bom,141,125.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
335,6410,,Retrato (pintura),"Busto de homem de meia idade, de frente. Rosto estreito na parte inferior, testa alta e larga. Olhos e sobrancelhas escuros. Nariz pequeno, largo na parte inferior. Lábio inferior proeminente. Bigode espesso e mosca. Cabelos escuros, lisos e curtos, partidos do lado. Orelhas visíveis. Casaca preta abotoada ao centro por cinco botões. Gola com ornatos dourados e sob esta, detalhe de colarinho branco. Dragonas de canutões, Fundo azul claro. Assinatura do autor e datação na lateral inferior esquerda em tinta preta: ""Cañizares/1894"". Moldura retangular em madeira dourada com folhagens estilizadas nas bordas. Interior ovalado.",Floriano Peixoto,Miguel Navarro y Cañizares,óleo | tela,Brasil,1894,02.6 Pintura,Bom,100.3,85,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
336,6411,,Pintura alegórica (modelo),"Busto de mulher jovem, de perfil à esquerda. Pescoço comprido. Lábios finos. Nariz pequeno, reto. Olho azul. Sobrancelha castanha. Cabelos compridos, castanhos, recobertos por barrete frígio branco, circundado de louros. Detalhe de túnica em tons acinzentados com detalhe amarelo no centro. Fundo em tons ocres. Assinatura do autor na lateral inferior esquerda em tinta vermelha: ""D. Villares"". Moldura retangular em madeira estucada, dourada, com ressaltos vazados nos cantos, e no centro das laterais e da parte inferior. Na parte superior, armas do Brasil República em madeira dourada. parte interna oval.",Cabeça da República,Décio Rodrigues Vilares,óleo | tela,Brasil,[19--],02.6 Pintura,Regular,97.4,76.7,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
337,6412,,Pintura histórica,"Na lateral esquerda, homens agachados manuseando canhão, esteio de madeira e parte de telhado. No centro, entre multidão de soldados empunhando alabardas, homem desarmado com couraça metálica, camisa e calção ocres, segurado pelo braço direito por índio. À esquerda deste, homem com chapéu, gibão e calção azuis segurando duas espadas. Ao lado deste, padre com hábito marrom. No fundo, detalhes de morros, telhados e sobrado com janelas azuis e pequena varanda à direita. Assinatura do autor, local e datação na lateral inferior esquerda, em tinta escura: ""Arm. Vianna / Rio. 1940"". Inscrições na lateral superior esquerda do dorso da tela, em caracteres negros: ""DERROTA DOS FRANCESES E / PRISÃO DE DUCLERC / ArmVianna / Rio-1940"". Moldura em madeira dourada, com decoração de torcidos nas bordas. Faixa de madeira dourada cobrindo parte inferior da tela.",Expulsão dos franceses do Maranhão,Armando Martins Viana,óleo | tela,Brasil - Rio de Janeiro,1940,02.6 Pintura,Bom,98,157.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
338,6413,,Retrato (pintura),"Retrato de homem idoso em meio corpo, de pé, de frente. Rosto e nariz compridos. Olhos escuros. Boca fina. Sobrancelhas grisalhas. Parte superior da cabeça calva. Cabelos curtos, ralos, grisalhos. Bigode grande e cheio, mosca e barba em leque, grisalhos. Casaca com abotoamento central; punhos verdes com filete dourado. Dragonas de canutões. Sob a barba, detalhe de fitão vermelho com cruz da Ordem de Cristo. Sobre peito esquerdo, na mesma altura, miniatura não identificada; miniatura da Ordem da Rosa; placa da Ordem da Rosa e placa da Ordem de Cristo. Na cintura, faixa vermelha com borlas douradas pendentes à esquerda e, sobre esta, cinturão dourado com fivela retangular, tendo ao centro as Armas do Império. Braço esquerdo flexionado à altura da cintura, mão segurando bicórnio escuro, com a cercadura dourada e plumagem branca, tendo ao centro, entre ornatos, grifo e estrela de cinco pontas. Braço esquerdo estendido, mão segurando luva e guarda de espada. Calça branca. Fundo azul. Assinatura do autor no canto inferior esquerdo, em tinta vermelha: ""Ca...pos"". Moldura em madeira dourada.",Barão de Sabará,Francisco Terêncio Vieira de Campos,óleo | tela,Brasil,18--,02.6 Pintura,Bom,129,102,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
339,6415,,Retrato (pintura),"Retrato de homem trajando paletó e calças pretas, camisa e colete brancos e gravata preta. Ao lado esquerdo do peito pendente da Ordem do Cruzeiro; barbas e cabelos pretos usa óculos de aros finos também pretos. No fundo ao lado direito uma coluna e ao lado esquerdo cortina.",Conselheiro José Mauricio Fernandes Pereira de Barros,Joaquim da Rocha Fragoso,óleo | tela,Brasil,1872,02.6 Pintura,Bom,130,97,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
340,6416,,Retrato (pintura),"Retrato de homem de meia idade, em meio corpo, de pé, voltado para a direita. Rosto comprido, enrugado, retangular. Testa alta. Cabelos curtos, ralos, escuros. Suíças. Sobrancelhas finas, ralas. Olhos pequenos, azuis. Nariz pequeno. Boca fina. Bigode escuro curto, com falha no centro. Orelha direita visível. casaca preta, forrada de branco com abotoamento central; folhas e bolotas de carvalho nos punhos. Calça preta com ramo de carvalho na vertical. Dragonas douradas de canutões. No pescoço, fitão verde filetado de vermelho e cruz da Ordem de Cristo. Sobre peito esquerdo: medalha circular, dourada, com data sobreposta 3/1852/2; miniatura da Ordem do Cruzeiro; miniatura da Ordem da Rosa; medalha circular, dourada; medalha oval, dourada; e placas das Ordens do Cruzeiro, de São Bento de Avis, da Rosa e de Cristo. Cinturão dourado recoberto por folhagens de carvalho; brasão imperial na fivela. Braço esquerdo caído naturalmente, mão segurando luva branca. Braço direito caído, mão enluvada segurando punho de espada dourada, com fiador. No fundo, à esquerda, detalhe de paisagem com céu e árvores. À direita, cortina verde repuxada, com bordas douradas na parte superior. Na inferior direita, detalhe de móvel dourado e, sobre este, chapéu armado visto em parte. Assinatura do autor e datação na lateral inferior direita, em vermelho: ""F. Prata fez em Jro. de 1872"".",General João Guilherme de Bruce,F. Prata,óleo | tela,Brasil,1872,02.6 Pintura,Regular,132,96,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
341,6417,,Pintura histórica,"Na lateral esquerda, sobre praia, vários soldados com fardas azuis, uns atirando em direção à direita, outros manuseando canhões e alguns caídos. À direita, mar em tons verdes, azuis e brancos e três grandes embarcações com velas brancas. No fundo, detalhes de casas, morro recoberto de vegetação verde e céu azul com nuvens cinzas e brancas. Assinatura do autor, local e datação no canto inferior direito, em tinta sépia: ""C. Fausto/939Rio"".",Retomada do Rio Grande (1776),Cadmo Fausto de Sousa,óleo | tela,Brasil - Rio de Janeiro,1939,02.6 Pintura,Bom,80.8,140.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
342,6420,,Retrato (pintura),"Retrato de busto de homem de meia idade, de frente. Rosto comprido, retangular. Testa alta e larga. Cabelos grisalhos curtos. Sobrancelhas ralas, grisalhas. Olhos pequenos, castanhos; ""pince-nez"" dourado. Nariz e boca pequenos. Bigode curto, grisalho. Orelhas visíveis. Paletó fechado, colete e gravata borboleta, azuis. Camisa branca com pérola, abaixo da gravata. Lenço branco no bolso. Fundo esverdeado. Assinatura do autor, local e datação no canto inferior direito, em tinta vermelha: ""Jordão / Rio 1956"". Moldura em madeira pintada de cinza, com concheados dourados nos ângulos e nos centros das laterais e das partes superior e inferior.",Manoel Gomes Moreira,Jordão de Oliveira Nunes,óleo | tela,Brasil - Rio de Janeiro,1956,02.6 Pintura,Bom,87.5,76.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
343,6421,,Retrato (pintura),"Retrato de busto de mulher jovem, de perfil à esquerda. Cabelos castanhos, lisos, presos no alto. Sobrancelha fina. Olho pequeno, castanho. Nariz reto. Boca carnuda. Queixo pouco pronunciado. Maçã saliente. Orelha esquerda visível, com argola pendente. Colo nu, seio direito parcialmente à mostra. Ombros também desnudos, envoltos em espécie de xale em tons róseos e brancos. Braço esquerdo visível, sobre o corpo, mão segurando dobra do xale. Fundo em tons vermelhos, azuis e ocres. Assinatura da autora e datação no canto inferior direito, em tinta preta, ilegíveis, comprometidos por perdas da camada pictórica. Inscrições na parte superior do dorso da moldura, à grafite: ""5389/120 A.O.R A22"". Carimbo na parte superior da moldura e na parte inferior do chassi, em caracteres azuis: ""COLLECÇÃO / ONESTALDO DE PENNAFORT"". Moldura em madeira pintada de cinza, com detalhes dourados; decoração fitomórfica nas bordas.",Busto de senhora,Regina Veiga Vianna,óleo | tela,Brasil,[1914],02.6 Pintura,Regular,81.5,72,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
344,6422,,Retrato (pintura),"Retrato de busto de mulher de meia idade, de frente, levemente voltado para a esquerda. Rosto e nariz compridos. Testa larga. Cabelos escuros presos. Sobrancelhas ralas. Olhos castanhos. Boca fina. Orelhas aparentes à esquerda, deixando à mostra pequeno brinco com pedra branca. Pescoço magro envolto por pequena gola branca franzida. Vestido fechado, negro, com pequenos botões da mesma cor. No centro da gola, broche dourado de forma irregular. Fundo em tons pardos.Chassi retangular. Assinatura do autor e datação na lateral inferior esquerda, em tinta vermelha: ""Vienot/et/Morisset/PINGEBANT/ANNO/1892"". Inscrições na parte superior do dorso do chassi, em caracteres negros: ""31/7/47 Maria Isidora Ottoni de Araújo Maia"". Inscrições na parte inferior do dorso do chassi, em caracteres negros: ""Envia sua neta Judith Mourão de Araújo Maia"". Moldura em madeira dourada, com toros de café nas bordas. Interior ovalado.",Maria Isidora Ottoni de Araújo Maia,Édouard Viénot | Georg Henrique Morisset,óleo | tela,Brasil,1892,02.6 Pintura,Bom,82,70,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
345,6423,,Retrato (pintura),"Busto de homem idoso, de frente, ligeiramente voltado para a esquerda; rosto e nariz compridos; calvo; sobrancelhas ralas, grisalhas; olhos escuros; óculos; boca larga; orelha esquerda aparente; paletó preto, camisa branca e gravata azul. Fundo escuro. Assinatura ilegível incisada no canto inferior direito. Moldura em madeira dourada com com coucheados nos ângulos e no centro das laterais e das partes superior e inferior.",Professor Joaquim Menezes de Oliva,Rui Campello,madeira | óleo,Brasil,1962,02.6 Pintura,Bom,66,56,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
346,6424,,Pintura documental,"No centro, sobre elevação em tons verdes, conjunto arquitetônico tendo ao meio igreja de torre única. Paredes brancas e telhados alaranjados; céu em tons azuis, lilases e cinzas. Empastamentos. Assinatura em tinta cor de vinho no canto inferior esquerdo: E. Fonseca. Inscrições: 981 Igreja da Misericórdia - Olinda. Moldura em madeira dourada com bordas côncavas e folhagens estilizadas nos ângulos.",Igreja da Misericordia,Euclides Fonseca,óleo | tela,Brasil - Pernambuco,1925,02.6 Pintura,Bom,62,72,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
347,6425,,Retrato (pintura),"Busto de homem de meia idade, de frente, sobre fundo azeitonado, de contorno ovalado. Rosto comprido e largo, testa ampla e alta; nariz e boca pequenos; olhos azuis, sobrancelhas escuras; cabelos ralos e curtos, castanhos. Bigode e barba em leque castanhos; casaca preta com abotoamento central; botões dourados com as armas imperiais; no pescoço, fitão vermelho, filetado de azul, sustentando cruz da Ordem de Cristo, e sob este, em detalhe fitão rosa filetado de branco e insígnia da Ordem da Rosa; sobre peito esquerdo, duas miniaturas: uma com fita verde e filete vermelho e outra com fita vermelha e filete azul. Assinatura em tinta vermelha no centro da lateral esquerda, à altura do ombro do retratado.",Tenente-Coronel José Carlos de Carvalho,Francisco De Sousa Lobo,óleo | tela,Brasil,1877,02.6 Pintura,Bom,73.5,59,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
348,6426,,Natureza-morta (pintura),"Na metade inferior, sobre panejamento azul, várias frutas, entre as quais, figos e uvas verdes. À direita, pote arredondado, com tampa em tons avermelhados. Na metade superior, fundo em tons esverdeados, escuros. Assinatura em tinta vermelha, no canto inferior direito: Oswaldo Cruz Rio em 5/12/1959",Frutas,Oswaldo Gonçalves Cruz,óleo | tela,Brasil - Rio de Janeiro,1959,02.6 Pintura,Regular,60,73,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
349,6427,,Retrato (pintura),"Retrato de figura masculina, trajando farda, a meio corpo, de frente, ligeiramente voltado para a esquerda.",Pedro II,François-René Moreaux,óleo | tela,Brasil,184-,02.6 Pintura,Bom,136.4,113.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
350,6428,,Pintura histórica,"No primeiro plano, detalhe de montanha composto de pedras e vegetação rasteira. Na lateral direita, homem com bigode e cabelos castanhos compridos, chapéu escuro, casaca vermelha e manto preto, segurando alabarda; atrás deste, dois homens com chapéu e arcabuzes, um voltado para a esquerda e outro apontando para a direita, ao lado deste último, dois cachorros, um acinzentado e outro branco. Na extremidade direita, homem a cavalo, rodeado de outros homens; atrás destes, multidão de homens, alguns a cavalo, outros carregando armas e fardos, em fila tortuosa que se prolonga pelo vale; à esquerda, até desaparecer. No fundo, montanhas em tons azuis e verdes, céu acinzentado. Assinatura em tinta marrom no canto inferior esquerdo: J.W.R 40. Moldura em madeira dourada com decoração de torcidos nas bordas.",Expedição de Antônio de Albuquerque,José Wasth Rodrigues,óleo | tela,Brasil,1940,02.6 Pintura,Regular,97,157.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
351,6429,,Pintura histórica,"Cena de batalha. No primeiro plano, à esquerda, dois homens com gibões vermelhos, um segurando bandeira verde com Cruz de Cristo e o outro cobrindo o rosto com a mão direita. Próximo destes, canhão, homem caído e carroça. No centro, homens caídos e a direita, detalhe de rio, tronco, vegetações e nas proximidades, tambor, cavalo, destacando-se no centro homem moreno com espada, sobre cavalo castanho empinado e à esquerda deste, sobre cavalo branco, homem louro, de costas, caindo, segurando bandeira com faixas horizontais vermelhas, brancas e azuis. No fundo, árvores, céu e nuvens. Assinatura em tinta escura no canto inferior direito, semi encoberta por repintura: C. Fausto (?) Moldura em madeira dourada, com decoração de torcidos nas bordas.",Batalha dos Guararapes (segunda),Cadmo Fausto,óleo | tela,Brasil,[1940],02.6 Pintura,Bom,97.8,157.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
352,6430,,Retrato (pintura),"Homem idoso, em meio corpo, de frente; rosto comprido, anguloso; parte superior da cabeça calva; nas laterais, cabelos brancos, compridos; sobrancelhas grisalhas; olhos grandes azuis; nariz comprido; boca fina; casaca preta, aberta, com quatro botões à esquerda e um, visível à direita, sob duas condecorações sobrepostas; colete preto, abotoado; camisa e gravata em laço, brancas; calça na mesma cor; braço esquerdo articulado para trás; braço direito caído naturalmente, mão segurando canudo de papel branco, em diagonal; na posição inversa, sombreado de canudo, formando x com com outro. Fundo em tons pardos. Assinatura em tinta cinza na lateral inferior direita: Arm Vianna - Rio 1940. Moldura em madeira dourada com decoração fitomórfica nas bordas e faixa estreita, em madeira dourada na parte inferior sobre a tela.",Visconde de Cairu,Armando Martins Viana,óleo | tela,Brasil - Rio de Janeiro,1940,02.6 Pintura,Bom,157,98,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
353,6431,,Retrato (pintura),"Busto de homem de meia idade, voltado para a direita. Rosto comprido. Cabelos curtos, castanhos. Sobrancelhas ralas, escuras. Olhos castanhos claros, pince-nez branco sobre o nariz curto e grosso. Boca pequena. Bigode curto e escuro. Orelha direita visível. Paletó, colete e gravata escuros. Na parte superior da gravata, pequeno ornato dourado, circular, e, na parte inferior, sobre colete, detalhe de joia dourada. Fundo azeitonado. Assinatura do autor, localização e datação no canto inferior direito em tinta vermelha: ""J. Timotheo/Rio. 925"". Moldura dourada com concheados e folhagens nos ângulos.",Presidente Artur Bernardes,João Timóteo da Costa,óleo | tela,Brasil - Rio de Janeiro,1925,02.6 Pintura,Regular,91.5,78.8,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
354,6433,,Pintura histórica,"Cena retratada ao anoitecer com luar em mar aberto, tendo ao centro grande embarcação com vários homens no seu interior.",Passagem de Humaitá,Roberto Castellano,óleo | tela,Brasil,1927,02.6 Pintura,Bom,200,140,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
355,6434,,Retrato (pintura),"Retrato de figura masculina idosa, identificada como Marechal Deodoro da Fonseca, de pé, levemente voltado para a esquerda, olhar direcionado para frente. Cabelos castanhos e grisalhos, partidos ao lado, sobrancelhas, barba farta e bigode grisalhos, pele clara com tonalidade rosada, rugas de expressão, nariz aquilino. Traja farda militar em tom azul escuro; casaca com uma fila de três botões em amarelo, acintada por faixa em grená, dragonas amarelas sobre os ombros, diversas condecorações no peito esquerdo; no peito direito, pendem de fita grená as insígnias da Ordem das Rosas, da Ordem do Cruzeiro e placa e insígnia da Ordem de São Bento de Avis, canhões nos punhos com decoração fitomórfica em amarelo. Braço direito estendido ao lado do corpo, braço esquerdo dobrado segurando espada amarela embainhada na cintura. Fundo em tom marrom acinzentado. Faixa de tela em branco na parte inferior. Assinatura do autor, localização e datação no canto inferior direito em tinta cinza: ""Arm. Vianna/Rio.1920"". Sem moldura.",Marechal Deodoro da Fonseca,Armando Martins Viana,óleo | tela,Brasil - Rio de Janeiro,1940,02.6 Pintura,Bom,155.5,96.8,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
356,6436,,Pintura documental,"Homem fardado, em meio corpo, voltado para a esquerda. Rosto magro e anguloso. Cabelos curtos, escuros, sob quepe azul escuro e vermelho, tendo na parte frontal o número 1 em dourado e, acima deste, tope circular nas cores azul, amarelo e verde. Túnica azul escuro com detalhes vermelhos e brancos. Nas costas, mochila e na cintura patrona de forma retangular. Braço direito articulado para baixo, mão segurando fuzil com sabre-baioneta. Braço erguido à altura do peito, pulso apoiado sobre cano do fuzil. Ao fundo, folhagens verdes em tons escuros.",Soldado equipado,Maria Emília Campos,óleo | tela,Brasil,[1895],02.6 Pintura,Ruim,98.5,86.8,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
